x(mm);doble 1;doble 2;doble 3;doble 4;doble 5;doble 6;izquierda 1;izquierda 2;izquierda 3;izquierda 4;izquierda 5;izquierda 6;derecha 1;derecha 2;derecha 3;derecha 4;derecha 5;derecha 6
0.00;1;2;3;1;0;4;0;0;6;8;6;2;4;2;2;2;0;2
0.03;3;1;1;1;3;3;2;2;2;6;6;6;4;0;2;2;0;2
0.06;1;1;1;1;1;1;0;8;4;6;2;2;0;4;2;2;0;2
0.09;1;0;0;0;2;0;6;4;0;4;2;2;2;2;2;0;0;2
0.12;0;1;0;0;0;0;8;4;2;2;6;4;0;2;2;2;2;0
0.15;0;0;0;0;0;0;6;0;0;4;4;4;0;0;2;2;2;2
0.18;1;1;0;1;1;0;0;2;2;2;2;0;6;2;0;2;2;6
0.21;1;1;1;1;0;1;4;2;4;4;6;4;0;0;0;4;8;6
0.24;1;1;3;1;3;1;4;2;2;2;2;4;0;0;0;4;2;2
0.27;4;2;3;6;0;5;4;4;2;2;4;0;0;2;4;4;2;4
0.30;2;2;7;4;4;4;0;4;4;2;4;2;2;4;4;4;6;4
0.33;6;10;8;10;9;6;8;4;2;2;4;2;2;4;4;2;4;8
0.36;4;5;10;8;9;7;0;6;2;0;2;2;2;2;2;2;2;2
0.39;9;15;9;8;11;8;4;2;2;0;4;6;4;4;2;0;2;4
0.42;7;13;16;10;13;10;4;0;4;6;6;2;6;6;0;0;4;4
0.45;15;15;18;13;13;11;8;4;6;2;6;2;0;6;2;4;2;2
0.48;11;14;17;14;14;21;0;6;0;2;8;4;4;8;4;6;2;4
0.51;13;14;13;17;14;17;0;0;8;4;8;4;6;4;2;4;2;4
0.54;11;14;15;16;13;19;2;2;4;0;0;2;4;2;2;2;0;0
0.57;22;13;17;14;21;16;4;4;6;2;6;2;2;2;2;6;4;4
0.60;20;21;13;16;22;13;4;4;4;2;4;0;2;4;0;4;0;0
0.63;18;13;12;15;17;13;0;0;6;2;4;4;4;2;4;4;0;6
0.66;14;10;13;14;19;19;6;4;2;0;0;0;8;4;8;0;6;4
0.69;16;18;15;11;13;13;2;4;4;4;4;2;2;2;4;2;2;2
0.72;10;9;12;13;12;13;2;4;2;6;2;0;4;2;0;2;2;2
0.75;9;10;7;7;14;8;6;2;4;2;6;0;0;2;4;0;4;4
0.78;6;4;8;6;9;8;0;2;2;2;2;0;2;4;2;4;6;4
0.81;5;3;8;8;6;4;0;2;2;0;0;4;0;0;4;2;6;2
0.84;4;7;4;5;7;4;2;4;2;2;2;2;2;6;2;0;8;2
0.87;3;5;6;4;3;4;2;4;0;0;0;2;4;6;2;4;6;4
0.90;4;1;1;5;3;1;2;2;4;2;0;0;0;4;2;6;6;6
0.93;2;1;2;1;0;1;2;0;0;4;2;0;2;4;6;0;2;2
0.96;1;1;0;2;2;1;2;0;4;2;0;4;6;6;4;0;2;4
0.99;1;0;0;0;0;0;2;2;2;2;0;2;6;2;6;2;2;4
1.02;0;1;1;1;0;1;0;2;2;2;4;4;2;6;2;4;6;2
1.05;2;2;1;2;1;2;0;2;2;0;0;2;0;0;8;4;8;6
1.08;1;1;2;3;3;1;2;0;4;0;0;0;2;4;4;2;0;2
1.11;1;0;2;0;0;2;0;0;2;0;0;4;2;2;0;4;4;2
1.14;2;1;1;3;2;3;0;0;0;0;0;0;6;0;2;2;2;0
1.17;2;3;1;7;5;2;0;0;0;0;0;0;0;2;4;2;2;6
1.20;5;1;4;3;5;4;0;0;0;0;0;0;6;4;0;8;6;4
1.23;2;2;6;2;1;5;0;0;0;0;0;0;4;2;6;4;8;2
1.26;5;6;5;7;5;5;0;0;0;0;0;0;4;6;8;6;8;2
1.29;1;3;8;7;2;8;0;0;0;0;0;0;0;4;4;2;6;2
1.32;6;6;8;8;5;4;0;0;0;0;0;0;6;4;6;2;0;8
1.35;5;1;5;5;2;4;0;0;0;0;0;0;6;4;6;2;4;2
1.38;3;1;4;3;7;1;0;0;0;0;0;0;2;2;2;0;4;6
1.41;4;3;4;3;2;4;0;0;0;0;0;0;4;4;6;6;4;6
1.44;5;3;1;1;2;4;0;0;0;0;0;0;4;2;4;2;4;2
1.47;3;4;3;6;3;2;0;0;0;0;0;0;0;0;2;2;2;2
1.50;1;0;1;4;0;3;0;0;0;0;0;0;2;2;4;2;2;0
1.53;1;0;1;1;1;2;0;0;0;0;0;0;2;2;2;0;2;2
1.56;2;2;2;2;0;1;0;0;0;0;0;0;2;2;4;2;0;2
1.59;0;0;1;3;3;2;0;0;0;0;0;0;2;2;0;2;0;4
1.62;0;1;1;0;3;1;0;0;0;0;0;0;2;2;0;0;2;4
1.65;0;2;2;0;1;1;0;0;0;0;0;0;2;2;2;0;0;2
1.68;2;2;4;3;1;3;0;0;0;0;0;0;0;0;0;0;0;2
1.71;3;1;2;1;1;0;0;0;0;0;0;0;2;2;4;2;0;2
1.74;3;3;4;1;3;0;0;0;0;0;0;0;0;2;2;0;0;2
1.77;4;3;3;0;1;5;0;0;0;0;0;0;2;2;0;2;4;2
1.80;5;3;2;2;4;6;0;2;0;4;0;0;0;0;4;2;2;0
1.83;5;6;5;1;1;3;0;2;2;2;0;2;2;0;2;2;2;2
1.86;5;5;6;4;4;4;2;0;0;2;2;0;0;0;0;0;0;0
1.89;3;7;9;6;5;5;0;2;0;2;4;2;0;0;0;0;0;0
1.92;9;2;9;7;5;4;0;2;0;4;4;2;0;0;0;0;0;0
1.95;6;7;5;5;5;5;0;0;0;0;2;2;0;0;0;0;0;0
1.98;5;4;5;9;1;3;4;6;4;0;2;6;0;0;0;0;0;0
2.01;4;5;6;2;5;3;2;6;6;8;6;2;0;0;0;0;0;0
2.04;3;7;5;4;7;3;2;4;6;2;4;2;0;0;0;0;0;0
2.07;8;3;6;7;6;8;4;0;2;4;4;4;0;0;0;0;0;0
2.10;6;9;7;2;5;2;4;8;0;2;8;6;0;0;0;0;0;0
2.13;6;5;6;8;8;2;6;2;4;12;0;6;0;0;0;0;0;0
2.16;5;8;10;3;5;4;6;2;10;8;6;6;0;0;0;0;0;0
2.19;9;5;10;10;7;9;6;10;4;4;2;0;0;0;0;0;0;0
2.22;7;8;4;6;11;9;6;8;12;12;2;10;0;0;0;0;0;0
2.25;9;5;8;14;13;4;8;10;2;6;8;4;0;0;0;0;0;0
2.28;8;6;4;16;14;7;8;2;4;8;8;10;0;0;0;0;0;0
2.31;16;14;11;13;15;13;16;10;6;8;10;8;0;0;0;0;0;0
2.34;13;18;15;10;7;13;14;8;14;10;6;14;0;0;0;0;0;0
2.37;9;15;15;17;16;12;10;16;10;10;12;6;0;0;0;0;0;0
2.40;13;12;16;20;11;15;18;10;12;6;6;18;0;0;0;0;0;0
2.43;20;15;19;15;15;11;20;16;16;18;6;8;0;0;0;0;0;0
2.46;16;18;19;22;19;18;16;10;8;20;16;22;0;0;0;0;0;0
2.49;18;22;17;11;16;15;22;18;6;20;14;16;0;0;0;0;0;0
2.52;20;19;20;21;23;19;14;14;22;20;18;8;0;2;0;2;2;0
2.55;13;24;18;21;16;25;12;22;18;10;12;16;4;0;0;2;2;4
2.58;16;16;19;25;21;15;22;26;12;20;14;16;2;0;0;4;2;2
2.61;11;18;22;11;23;15;26;20;8;24;26;20;0;2;0;2;2;2
2.64;14;15;9;15;17;12;14;18;14;8;24;18;4;2;0;4;0;4
2.67;15;16;11;7;14;13;24;24;12;22;24;26;0;0;2;0;2;2
2.70;14;10;13;9;12;12;24;20;24;14;28;28;2;2;2;2;0;2
2.73;7;10;8;9;8;5;26;20;20;24;26;22;2;4;4;0;4;6
2.76;9;8;4;8;4;12;22;24;24;20;16;18;0;4;6;4;2;0
2.79;6;12;8;13;6;14;28;26;14;26;20;26;2;4;0;2;0;2
2.82;8;9;10;9;10;8;36;20;24;34;34;28;2;0;8;2;0;6
2.85;12;10;9;8;12;14;32;22;40;24;24;34;4;8;2;6;2;6
2.88;11;10;13;18;17;15;32;26;38;26;32;20;6;8;2;6;4;4
2.91;18;23;18;18;26;15;32;32;24;22;40;30;4;4;6;12;10;12
2.94;27;21;31;29;32;24;38;22;40;26;30;32;2;4;10;4;4;8
2.97;41;30;30;40;32;35;42;32;48;30;36;32;10;6;4;0;8;8
3.00;48;50;42;37;51;45;42;30;40;44;22;34;4;14;6;6;10;6
3.03;57;56;48;49;52;57;42;42;38;30;22;26;14;6;8;10;14;8
3.06;66;54;62;61;65;71;32;28;48;36;26;38;16;10;10;2;8;6
3.09;66;75;82;73;85;72;48;46;40;30;44;52;16;14;6;16;8;12
3.12;77;85;81;99;97;79;44;38;48;40;54;48;6;20;6;16;8;14
3.15;94;92;102;100;91;107;38;44;52;32;38;42;12;14;16;8;14;16
3.18;108;92;105;115;116;108;44;60;44;42;54;48;6;18;16;20;6;16
3.21;126;118;124;134;122;120;40;42;34;62;46;54;12;16;8;12;6;14
3.24;132;137;104;107;123;135;46;54;34;46;58;50;8;20;6;16;14;12
3.27;133;132;111;126;121;110;64;58;50;50;34;52;22;20;16;24;22;16
3.30;136;110;130;123;136;136;56;60;50;52;50;54;18;18;16;10;10;14
3.33;119;130;128;133;109;103;72;46;48;48;66;60;22;16;20;24;14;20
3.36;112;125;113;125;127;115;46;46;52;54;60;56;24;18;22;14;10;18
3.39;97;108;100;120;98;100;46;50;56;46;50;64;22;24;12;12;32;32
3.42;89;114;95;90;104;97;72;62;56;50;52;56;24;24;24;14;26;22
3.45;92;70;83;94;75;95;68;54;44;68;48;42;20;26;24;22;26;20
3.48;65;69;61;72;69;69;56;56;66;62;56;72;34;18;38;20;22;14
3.51;57;56;70;58;57;54;52;68;50;78;60;54;30;32;30;22;24;26
3.54;35;42;43;41;44;36;72;74;66;72;58;52;26;24;24;24;28;20
3.57;24;22;20;36;24;32;74;64;56;52;76;48;28;16;38;30;26;22
3.60;19;11;20;21;11;19;78;56;60;68;74;76;30;18;22;34;38;42
3.63;7;9;8;10;11;9;80;64;70;78;70;54;32;28;30;20;28;20
3.66;7;5;7;5;2;7;56;64;70;82;76;72;38;40;30;40;28;38
3.69;5;6;9;10;9;5;80;88;80;60;60;50;30;44;48;36;34;26
3.72;7;10;17;12;15;12;84;86;80;76;68;92;22;36;30;34;34;26
3.75;22;27;25;17;22;19;66;86;76;66;66;74;42;42;46;28;32;44
3.78;33;46;39;32;37;26;76;56;68;86;80;84;40;40;40;44;38;40
3.81;58;58;70;51;53;57;68;76;74;74;72;64;48;42;40;48;38;48
3.84;82;80;91;93;88;87;100;102;58;82;76;78;28;38;58;38;54;40
3.87;103;96;95;112;101;110;62;90;70;82;90;84;38;42;52;42;52;40
3.90;126;150;128;154;132;140;72;72;104;84;74;90;52;46;32;44;48;50
3.93;153;172;159;183;156;169;80;86;96;100;104;82;34;58;40;58;30;60
3.96;187;202;192;201;200;183;98;80;98;80;76;82;48;42;34;58;52;46
3.99;230;220;233;211;223;224;82;94;86;78;76;76;50;62;60;36;52;60
4.02;251;232;251;226;271;242;82;84;70;102;86;112;64;58;58;46;56;62
4.05;249;274;270;271;282;272;72;62;92;80;70;76;70;56;68;52;42;62
4.08;299;272;303;291;258;304;82;82;92;106;100;78;46;56;62;62;50;62
4.11;308;289;284;280;301;314;72;92;94;78;74;86;54;40;50;44;58;78
4.14;303;297;285;304;316;312;100;72;90;70;110;80;66;62;54;60;70;66
4.17;282;313;284;297;278;292;84;102;76;98;72;104;70;74;52;52;68;64
4.20;264;292;278;291;288;284;104;104;96;72;114;112;50;66;60;46;58;52
4.23;270;275;254;269;258;264;100;94;90;74;92;78;60;52;70;82;82;56
4.26;213;246;253;246;254;273;80;86;116;90;100;108;52;68;72;66;52;76
4.29;207;193;199;229;230;217;94;102;106;98;92;94;64;54;64;68;84;72
4.32;190;177;175;188;165;167;96;102;90;102;98;102;80;80;66;58;76;78
4.35;161;156;148;149;140;141;114;102;100;100;98;90;58;76;72;68;84;70
4.38;118;131;136;121;105;122;96;96;88;92;108;106;84;68;54;66;84;76
4.41;79;96;93;97;81;91;76;102;80;98;96;104;72;74;76;84;54;56
4.44;55;43;50;55;69;55;92;84;78;90;106;98;70;80;76;58;74;74
4.47;28;33;44;29;37;38;98;90;82;108;84;118;68;82;92;62;68;82
4.50;13;16;22;15;17;14;100;106;100;90;112;102;76;78;78;68;62;80
4.53;5;5;3;6;4;5;118;80;108;102;106;98;88;92;82;74;62;64
4.56;1;1;0;0;1;1;84;96;78;108;86;118;74;92;84;84;98;90
4.59;2;3;5;3;2;7;96;84;94;102;100;98;76;90;80;100;86;88
4.62;11;22;17;17;20;12;98;80;92;86;106;108;62;74;86;74;90;78
4.65;43;36;36;33;37;48;92;104;76;90;88;98;92;80;74;80;72;72
4.68;66;54;68;64;53;66;108;98;76;94;90;116;76;72;78;62;74;68
4.71;104;114;87;97;100;110;114;102;98;100;120;94;84;64;100;74;80;72
4.74;138;141;157;144;141;134;96;114;92;108;106;80;66;90;74;72;94;84
4.77;167;175;193;175;183;183;90;94;92;114;110;116;88;72;84;88;108;76
4.80;201;229;225;234;241;220;108;116;90;120;112;78;92;80;104;96;86;84
4.83;252;269;246;282;246;270;90;102;90;112;102;98;94;92;72;82;98;88
4.86;315;311;292;265;326;272;94;104;90;84;78;100;102;84;72;94;72;90
4.89;335;307;355;343;309;332;102;98;78;98;80;84;84;92;112;72;94;90
4.92;328;356;363;344;357;324;96;100;104;108;84;110;106;108;84;96;92;94
4.95;371;371;389;371;376;368;98;80;106;94;102;110;96;96;104;74;88;90
4.98;401;379;380;372;397;366;100;106;86;98;94;86;112;94;98;78;92;88
5.01;408;401;368;384;393;368;104;76;82;108;76;98;72;100;104;78;84;106
5.04;359;352;354;369;385;391;74;90;82;100;108;100;100;96;90;96;96;100
5.07;377;375;392;384;345;365;110;94;92;80;120;102;82;108;116;110;88;96
5.10;334;318;359;358;366;337;94;86;84;88;88;82;94;112;114;104;96;90
5.13;297;333;300;311;311;319;96;106;100;70;84;86;86;96;106;80;94;114
5.16;260;285;263;277;270;280;108;92;98;108;86;102;112;82;96;94;82;102
5.19;238;228;237;210;239;217;100;94;70;86;112;68;102;76;94;106;72;92
5.22;201;189;184;168;184;182;106;78;104;80;78;82;102;106;74;98;102;112
5.25;149;138;134;150;162;143;78;86;72;96;86;64;120;114;106;84;110;104
5.28;99;104;117;107;106;130;74;102;94;78;82;80;110;112;110;98;98;80
5.31;87;72;77;84;89;88;78;86;100;70;76;82;112;116;80;102;86;90
5.34;47;56;47;51;38;59;98;74;92;82;60;64;76;102;100;106;84;90
5.37;30;30;26;28;27;17;100;86;76;102;96;86;102;108;88;104;98;86
5.40;10;9;5;12;6;10;82;60;88;100;78;84;98;116;84;82;96;118
5.43;1;0;2;1;2;0;94;86;74;102;98;76;102;108;120;102;108;92
5.46;3;0;3;1;2;2;88;90;92;94;96;74;106;84;126;100;108;102
5.49;11;15;13;12;9;14;66;70;88;78;76;58;118;102;98;96;98;116
5.52;23;25;32;31;36;22;70;84;72;62;70;98;122;108;104;96;116;116
5.55;59;48;44;47;45;51;84;82;88;68;84;92;96;92;112;98;96;80
5.58;69;87;62;76;73;77;74;54;74;72;72;80;98;110;112;98;110;80
5.61;113;106;105;120;96;105;78;72;64;64;76;68;76;86;92;88;114;86
5.64;136;146;126;135;150;137;70;94;62;74;80;52;118;112;92;114;100;74
5.67;190;174;168;180;167;185;68;50;66;84;74;74;96;116;102;76;102;98
5.70;211;202;193;226;209;202;80;82;80;56;68;68;96;100;86;92;82;96
5.73;245;230;223;232;251;213;86;60;50;56;76;72;102;104;76;76;88;94
5.76;251;253;265;253;260;253;72;58;62;64;82;72;70;88;100;74;90;96
5.79;296;292;268;271;279;299;56;68;74;58;82;76;94;100;84;78;94;94
5.82;301;298;315;288;275;281;48;68;62;54;54;76;96;88;78;104;106;82
5.85;305;299;282;281;286;277;66;58;56;56;64;48;86;80;96;86;112;84
5.88;304;276;294;324;294;307;54;56;60;42;56;58;98;116;94;86;108;72
5.91;297;270;278;291;289;298;70;52;48;62;48;38;76;106;70;82;86;82
5.94;291;266;273;282;274;293;68;60;66;52;64;40;88;104;86;86;96;70
5.97;254;240;256;264;252;248;64;56;60;52;56;40;74;68;72;72;72;90
6.00;231;231;234;255;246;225;60;34;34;36;52;50;76;96;88;72;86;88
6.03;209;186;217;189;179;198;60;44;52;36;56;42;76;78;70;74;86;96
6.06;164;188;162;156;159;165;44;36;56;48;50;58;88;70;68;76;102;70
6.09;139;141;157;146;146;152;48;42;62;46;52;44;92;82;92;82;78;74
6.12;108;126;109;128;109;108;36;42;54;56;38;58;80;66;60;76;86;74
6.15;104;84;98;86;75;97;38;40;50;36;46;32;72;82;82;58;76;74
6.18;66;67;72;65;56;70;44;54;30;42;54;32;82;56;80;82;92;74
6.21;35;34;45;49;37;50;36;44;36;36;38;34;86;84;72;82;74;66
6.24;27;26;30;24;25;19;34;36;46;40;36;32;76;82;62;74;80;64
6.27;8;17;16;8;15;13;30;34;44;38;32;44;72;64;60;60;80;56
6.30;8;9;10;11;8;8;32;38;44;40;22;36;74;60;88;60;78;84
6.33;8;5;7;6;6;4;30;34;36;40;22;24;72;66;70;72;66;74
6.36;9;11;12;12;6;9;24;42;34;24;32;40;70;70;76;64;72;76
6.39;13;11;12;16;16;13;28;44;34;28;30;18;50;82;82;76;80;54
6.42;25;17;34;30;18;29;26;24;26;18;34;24;62;60;62;74;74;82
6.45;37;45;45;35;30;37;30;16;30;34;28;22;60;64;48;60;62;78
6.48;50;54;60;50;47;45;22;28;26;20;38;24;56;68;60;56;72;62
6.51;62;70;71;63;75;69;32;24;28;20;18;34;56;64;74;80;46;42
6.54;83;79;76;83;79;74;18;22;22;22;18;22;60;68;72;48;70;60
6.57;79;90;82;81;86;101;34;28;30;16;16;24;48;58;66;80;68;64
6.60;104;111;111;119;89;112;16;14;18;24;26;20;50;48;54;60;38;56
6.63;122;110;114;128;115;114;24;28;26;16;26;22;74;38;48;60;66;54
6.66;123;123;127;126;124;126;20;16;18;12;18;26;58;58;44;56;52;38
6.69;120;133;122;126;132;127;14;22;22;20;26;26;54;52;42;58;54;56
6.72;132;138;128;136;127;130;24;20;22;20;12;16;70;52;52;54;38;56
6.75;116;132;124;128;127;130;20;22;14;14;20;8;34;66;48;46;36;36
6.78;114;101;102;117;116;118;26;22;16;20;16;16;46;40;46;52;44;52
6.81;110;117;114;103;114;119;18;12;18;14;10;8;44;52;32;52;44;42
6.84;95;92;110;117;96;109;14;10;16;8;4;10;36;60;46;32;38;56
6.87;105;89;99;91;95;98;14;8;18;18;16;14;50;38;44;46;44;46
6.90;85;95;88;78;78;85;8;10;14;10;4;14;32;32;50;50;40;34
6.93;74;82;73;69;74;69;12;12;14;12;6;4;44;36;36;26;40;56
6.96;61;63;64;60;63;48;8;14;14;4;16;10;56;30;36;40;42;40
6.99;52;47;42;38;35;52;12;10;12;14;4;4;40;26;42;26;42;36
7.02;39;39;41;38;36;36;2;6;0;14;10;10;26;30;26;28;28;38
7.05;28;36;33;37;23;33;6;14;6;6;4;4;20;36;28;44;28;28
7.08;27;28;24;20;17;29;4;6;8;4;8;4;24;34;42;34;32;42
7.11;13;17;16;20;16;17;2;4;8;2;6;6;32;34;30;38;36;26
7.14;8;16;15;10;10;8;6;6;0;6;4;4;26;26;24;30;20;28
7.17;15;4;11;10;10;9;6;6;8;0;8;4;22;22;22;22;36;32
7.20;7;7;11;10;10;9;6;2;0;6;8;2;30;24;16;32;28;36
7.23;8;10;5;9;10;12;2;6;0;4;6;2;20;22;28;34;30;30
7.26;4;8;10;9;13;7;4;4;4;4;0;4;22;24;22;12;24;34
7.29;12;7;14;8;5;11;4;4;6;8;6;6;28;26;22;28;16;10
7.32;10;13;11;14;7;12;2;2;0;0;2;0;20;20;32;14;26;12
7.35;13;11;16;9;13;13;2;2;2;0;0;4;28;30;22;16;18;18
7.38;17;20;16;18;14;15;0;0;0;0;0;2;12;20;10;8;18;14
7.41;17;24;14;17;15;15;4;0;2;2;0;4;10;26;26;22;28;10
7.44;21;12;23;15;21;20;4;0;4;2;2;2;16;12;16;16;18;16
7.47;24;21;22;26;17;23;0;0;0;0;4;2;22;14;6;10;16;18
7.50;16;24;21;14;15;18;2;2;2;0;2;0;6;18;14;14;8;10
7.53;19;24;23;17;17;17;0;0;0;0;0;0;18;10;8;10;12;8
7.56;16;16;13;15;18;15;0;0;0;0;0;0;18;10;16;8;12;10
7.59;16;11;11;11;18;16;0;0;0;0;0;0;10;10;12;12;12;12
7.62;13;21;21;10;15;15;0;0;0;0;0;0;6;10;8;4;14;10
7.65;15;14;18;9;19;7;0;0;0;0;0;0;12;4;14;6;4;18
7.68;5;13;14;11;14;17;0;0;0;0;0;0;8;8;6;4;8;4
7.71;14;13;13;11;13;13;0;0;0;0;0;0;14;12;12;12;10;4
7.74;7;9;14;7;11;12;0;0;0;0;0;0;2;4;12;8;6;4
7.77;9;10;8;4;6;10;0;0;0;0;0;0;6;4;8;4;8;8
7.80;7;6;4;9;7;5;0;0;0;0;0;0;4;6;8;4;8;4
7.83;6;6;7;4;7;6;0;0;0;0;0;0;8;0;8;4;6;6
7.86;6;7;7;6;4;8;0;0;0;0;0;0;8;6;6;4;6;4
7.89;7;4;5;8;9;2;0;0;0;0;0;0;8;6;2;10;4;6
7.92;8;2;1;7;1;4;0;0;0;0;0;0;2;0;0;6;8;4
7.95;5;4;10;6;5;3;0;0;0;0;0;0;2;6;4;4;6;6
7.98;3;9;3;9;3;8;0;0;0;0;0;0;4;4;2;4;4;4
8.01;5;4;4;5;2;1;0;0;0;0;0;0;6;0;2;0;0;2
8.04;7;5;6;6;5;4;0;0;0;0;0;0;0;2;0;0;4;2
8.07;7;6;4;5;5;2;0;0;0;0;0;0;2;0;2;2;0;2
8.10;6;3;4;3;4;4;0;0;0;0;0;0;0;0;0;4;4;2
8.13;4;8;3;4;5;4;0;0;0;0;0;0;0;0;2;2;4;2
8.16;6;4;5;6;6;5;4;4;2;0;2;2;2;0;0;2;2;4
8.19;2;5;2;4;4;3;0;4;2;0;4;2;0;2;0;4;2;4
8.22;1;3;3;3;2;2;0;0;0;2;2;4;0;0;0;0;0;0
8.25;4;2;2;4;3;3;2;2;2;2;2;0;0;0;0;0;0;0
8.28;3;1;1;2;1;4;0;0;2;2;2;2;0;0;0;0;0;0
8.31;1;2;2;0;3;1;2;4;2;4;2;0;0;0;0;0;0;0
8.34;1;2;0;0;2;0;0;2;4;2;0;2;0;0;0;0;0;0
8.37;1;0;1;3;1;1;0;0;2;2;2;4;0;0;0;0;0;0
8.40;3;1;1;2;2;0;0;4;0;2;2;4;0;0;0;0;0;0
8.43;3;1;0;1;0;1;2;0;4;4;2;2;0;0;0;0;0;0
8.46;1;2;1;2;1;0;2;0;0;0;2;2;0;0;0;0;0;0
8.49;4;2;3;2;1;1;0;0;2;2;0;2;0;0;0;0;0;0
8.52;0;2;2;3;3;1;0;0;0;0;4;2;0;0;0;0;0;0
8.55;4;2;3;3;3;6;2;2;4;0;8;0;0;0;0;0;0;0
8.58;6;6;2;3;3;2;2;2;2;0;2;0;0;0;0;0;0;0
8.61;3;6;4;5;4;3;6;4;4;4;8;0;0;0;0;0;0;0
8.64;3;5;4;5;3;3;2;4;2;0;4;8;0;0;0;0;0;0
8.67;5;4;5;3;2;5;4;4;2;4;4;2;0;0;0;0;0;0
8.70;7;2;4;4;6;3;2;4;6;4;4;4;0;0;0;0;0;0
8.73;6;4;6;7;3;3;2;6;4;6;2;4;0;0;0;0;0;0
8.76;2;2;4;5;2;6;2;2;0;2;0;4;0;0;0;0;0;0
8.79;4;5;2;5;6;7;2;0;0;2;0;2;0;0;0;0;0;0
8.82;2;4;6;1;0;4;6;0;6;4;0;8;0;0;0;0;0;0
8.85;0;1;5;2;2;4;2;2;2;4;4;4;0;0;0;0;0;0
8.88;0;0;2;2;2;3;2;8;2;0;6;2;4;2;4;2;2;2
8.91;1;2;3;1;1;2;2;4;2;2;6;2;2;2;0;2;2;4
8.94;1;1;0;1;1;2;2;2;0;4;6;2;0;0;0;0;2;0
8.97;0;0;0;2;0;1;2;2;2;4;2;0;2;0;2;2;2;2
9.00;1;1;1;1;1;0;4;4;2;4;2;4;0;0;0;0;2;4
9.03;1;1;1;1;1;0;4;2;2;2;4;4;4;0;2;2;2;0
9.06;1;1;0;2;0;2;4;6;6;2;4;2;4;0;2;2;4;4
9.09;2;3;1;0;3;2;2;2;6;2;0;2;0;2;0;2;0;0
9.12;4;0;2;2;3;4;6;2;6;4;2;6;4;0;0;2;2;0
9.15;7;3;7;1;7;8;6;0;6;4;0;4;2;2;4;4;4;4
9.18;6;9;8;3;3;8;2;2;4;2;6;4;2;0;2;2;0;2
9.21;5;5;11;11;5;5;6;2;2;2;2;4;0;4;0;0;2;2
9.24;12;13;14;13;7;9;0;4;2;2;6;6;0;0;0;2;4;0
9.27;7;11;13;14;7;13;2;0;4;4;2;0;2;4;0;6;2;2
9.30;9;12;14;17;15;10;4;8;4;2;6;8;2;2;0;2;2;0
9.33;12;9;9;12;14;9;2;4;2;4;2;2;4;2;0;6;4;0
9.36;16;15;12;18;12;19;2;4;4;2;4;4;8;4;6;6;2;6
9.39;12;12;15;14;10;18;0;2;4;4;6;6;4;4;4;4;4;2
9.42;10;21;13;9;19;11;0;0;4;6;2;2;4;8;0;0;0;4
9.45;17;20;16;18;17;12;4;2;4;2;2;0;6;0;6;4;0;2
9.48;16;21;19;18;11;18;2;2;2;2;4;0;8;6;0;4;4;2
9.51;14;18;15;14;14;15;2;0;0;0;4;4;0;0;4;2;4;2
9.54;13;12;15;13;12;12;8;6;6;6;0;4;4;6;0;2;2;4
9.57;16;6;13;9;13;13;2;4;2;6;2;8;4;2;2;2;6;2
9.60;6;15;12;10;16;10;4;0;0;4;2;4;6;4;2;2;6;4
9.63;8;11;9;5;5;11;6;2;0;6;4;2;6;0;0;4;8;0
9.66;4;5;6;4;4;2;6;0;6;8;6;2;4;2;2;4;6;0
9.69;9;8;9;8;5;3;4;8;6;2;4;8;6;2;6;2;4;6
9.72;5;1;5;4;4;4;6;6;2;4;2;2;2;8;6;8;0;0
9.75;3;2;3;2;2;3;0;6;2;2;0;0;4;6;8;2;2;4
9.78;2;1;0;3;1;0;2;0;0;6;6;4;6;2;0;6;2;0
9.81;1;2;1;0;0;1;0;0;6;2;2;0;4;2;0;4;6;4
9.84;0;1;0;1;1;0;2;2;4;0;2;2;4;6;6;4;4;2
9.87;0;0;0;0;0;0;2;0;0;0;4;2;4;0;2;6;2;0
9.90;0;1;1;0;0;0;4;0;2;2;0;0;0;6;4;2;6;2
9.93;1;1;0;1;0;2;2;4;2;2;2;2;4;2;4;4;2;2
9.96;0;0;1;1;1;1;0;0;0;2;2;2;4;2;2;4;0;4
9.99;2;0;4;1;3;4;4;0;2;4;2;2;2;6;4;4;0;4
